,APP.ID,Date.M2M.Approved,Date.Announced,CIA,Grant.Type,Sub.Type,Simplified.Title,Admin.Institution,State,X2014,X2015,X2016,X2017,X2018,X2019,TOTAL,Broad.Research.Area,FOR.Category,Field.of.Research,Research.KW.1,Research.KW.1.1,Research.KW.1.2,Research.KW.1.3,Research.KW.1.4,RESEARCH_KW_4,RESEARCH_KW_5,NA.,NA..1,NA..2,NA..3,NA..4,NA..5,NA..6,NA..7,NA..8,NA..9,NA..10,NA..11,NA..12,NA..13,NA..14,NA..15,NA..16,NA..17,NA..18,NA..19,NA..20,NA..21,NA..22,NA..23,NA..24,NA..25,NA..26,NA..27,NA..28,NA..29,NA..30,NA..31,NA..32,NA..33,NA..34,NA..35,NA..36,NA..37,NA..38,NA..39,NA..40,NA..41,NA..42,NA..43,NA..44,NA..45,NA..46,NA..47,NA..48,NA..49,NA..50,NA..51,NA..52,NA..53,NA..54,NA..55,NA..56,NA..57,NA..58,NA..59,NA..60,NA..61,NA..62,NA..63,NA..64,NA..65,NA..66,NA..67,NA..68,NA..69,NA..70,NA..71,NA..72,NA..73,NA..74,NA..75,NA..76,NA..77,NA..78,NA..79,NA..80,NA..81,NA..82,NA..83,NA..84,NA..85,NA..86,NA..87,NA..88,NA..89,NA..90,NA..91,NA..92,NA..93,NA..94,NA..95,NA..96,NA..97,NA..98,NA..99,NA..100,NA..101,NA..102,NA..103,NA..104,NA..105,NA..106,NA..107,NA..108,NA..109,NA..110,NA..111,NA..112,NA..113,NA..114,NA..115,NA..116,NA..117,NA..118,NA..119,NA..120,NA..121,NA..122,NA..123,NA..124,NA..125,NA..126,NA..127
132,1077898,2014-10-09,2014-10-17,A/Pr Julie Bernhardt,Centre for Research Excellence,Centre for Research Excellence - Clinical Research,Centre for Research Excellence in Stroke Rehabilitation and Brain Recovery,University of Melbourne,VIC,NA,630543,667229,549931,351724,300573,2500000,Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,stroke rehabilitation,stroke outcome,translational research,rehabilitation services,neural plasticity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1078046,2014-10-09,2014-10-17,Prof Fran Baum,Centre for Research Excellence,Centre for Research Excellence - Population Health Research,Centre of Research Excellence on Social Determinants of Health Equity (CRESDHE): Policy research on the social determinants of health equity,Flinders University,SA,NA,423124,514942,529942,529942,473126,2471076,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,social determinants of health,policy analysis,policy making,indigenous health,social disadvantage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1078068,2014-10-09,2014-10-17,A/Pr Jodie McVernon,Centre for Research Excellence,Centre for Research Excellence - Population Health Research,Centre of Research Excellence in Infectious Diseases Modelling to Inform Public Health Policy,University of Melbourne,VIC,NA,423267,578454,690134,492136,311042,2495031,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,vaccine strategy,influenza,emerging diseases,mathematical modelling,policy development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1078106,2014-10-09,2014-10-17,Prof Jennifer Couper,Centre for Research Excellence,Centre for Research Excellence - Type 1 Diabetes Research,Centre of Research Excellence for the Protection of Pancreatic Beta Cells,University of Adelaide,SA,NA,397125,614309,578734,558734,351098,2500000,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,diabetes prevention,autoimmunity,environmental influences,inflammation,diabetes mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1078190,2014-10-09,2014-10-17,Prof Timothy Jones,Centre for Research Excellence,Centre for Research Excellence - Type 1 Diabetes Research,Improving the lives of young people with Type 1 Diabetes using State-of-the-Art Therapies,University of Western Australia,WA,NA,518158,493158,493158,493158,493157,2490789,Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,diabetes mellitus,therapy,paediatric,translational research,clinical research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1078444,2014-10-09,2014-10-17,Prof Helena Teede,Centre for Research Excellence,Centre for Research Excellence - Clinical Research,Centre for Research Excellence in the evaluation, management and health care needs of Polycystic Ovary Syndrome and related health implications,Monash University,VIC,NA,506113,506113,506113,485357,485356,2489052,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,polycystic ovarian syndrome (PCOS),fertility,obesity,diabetes,epidemiology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1078557,2014-10-09,2014-10-17,Prof Amanda Leach,Centre for Research Excellence,Centre for Research Excellence - Clinical Research,Centre of Research Excellence in Indigenous Children's Healthy EARs (ICHEAR),Menzies School of Health Research,NT,NA,177708,598251,653505,632708,437578,2499750,Clinical Medicine and Science,CLINICAL SCIENCES,Infectious Diseases,otitis media,prevention,vaccines,treatment efficacy,antibiotic therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1078579,2014-10-09,2014-10-17,Prof Peter Gibson,Centre for Research Excellence,Centre for Research Excellence - Clinical Research,National Clinical Centre of Research Excellence in Severe Asthma,University of Newcastle,NSW,NA,551896,593915,645933,416242,290185,2498171,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Respiratory Diseases,asthma severity,phenotype,asthma management,inflammation,asthma exacerbation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1078609,2014-10-09,2014-10-17,Prof Mark Cooper,Centre for Research Excellence,Centre for Research Excellence - Type 1 Diabetes Research,JDRF/NHMRC Diabetes Complications Centre of Research Excellence,Baker IDI Heart and Diabetes Institute ,VIC,NA,499626,500093,500093,500093,500095,2500000,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),diabetic complications,diabetic nephropathy,diabetic vascular complications,type 1 diabetes mellitus (insulin-dependent diabetes mellitus),diabetes mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1078927,2014-10-09,2014-10-17,Prof Ross Bailie,Centre for Research Excellence,Centre for Research Excellence - Health Services Research,An Innovation Platform for Systems-Wide Improvement in Indigenous Primary Health Care,Menzies School of Health Research,NT,NA,631183,736462,400049,364475,364474,2496643,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,Aboriginal health,health services research,health systems,primary care,quality improvement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1079022,2014-10-09,2014-10-17,Prof Michele Sterling,Centre for Research Excellence,Centre for Research Excellence - Health Services Research,CRE in recovery following road traffic injuries,Griffith University,QLD,NA,473350,561986,561986,486077,382439,2465838,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,injury,allied health,primary care,mental health,motor vehicle accidents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1079078,2014-10-09,2014-10-17,Prof Kim Bennell,Centre for Research Excellence,Centre for Research Excellence - Clinical Research,Centre of Research Excellence in Translation of Research into Improved OUtcomes in Musculoskeletal Pain & Health (CRE TRIUMPH),University of Melbourne,VIC,NA,462155,514200,627031,484398,412216,2500000,Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,osteoarthritis,back pain,primary care,translational research,allied health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1079102,2014-10-09,2014-10-17,Prof John Hopper,Centre for Research Excellence,Centre for Research Excellence - Population Health Research,Australian Centre of Excellence in Twin Research,University of Melbourne,VIC,NA,495072,495072,495072,495072,495073,2475361,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,twin studies,longitudinal cohort study,epigenetics,disease susceptibility,lifestyle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1079421,2014-10-09,2014-10-17,Prof John Fraser,Centre for Research Excellence,Centre for Research Excellence - Clinical Research,Centre for Research Excellence in Advanced Cardio-respiratory Therapies Improving OrgaN Support (ACTIONS),Prince Charles Hospital,QLD,NA,443489,706723,556675,456381,328182,2491450,Clinical Medicine and Science,CLINICAL SCIENCES,Intensive Care,respiratory distress syndrome (RDS),shock,cardiothoracic transplantation,cardiovascular complications,biomedical engineering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1079502,2014-10-09,2014-10-17,Prof Wendy Hoy,Centre for Research Excellence,Centre for Research Excellence - Health Services Research,Chronic Kidney Disease Centre of Research Excellence,University of Queensland,QLD,NA,309561,641310,611310,569291,365509,2496981,Health Services,CLINICAL SCIENCES,Nephrology and Urology,kidney disease,clinical epidemiology,service delivery,biomarkers,health economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1079625,2014-10-09,2014-10-17,A/Pr Karin Thursky,Centre for Research Excellence,Centre for Research Excellence - Health Services Research,A National Centre for Antimicrobial Stewardship: Using a One Health Approach,University of Melbourne,VIC,NA,515289,574058,664672,448221,297760,2500000,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,antimicrobial therapy,antimicrobial resistance,education,capacity building,surveillance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1079648,2014-10-09,2014-10-17,Prof Carola Vinuesa,Centre for Research Excellence,Centre for Research Excellence - Clinical Research,Center for Personalised Immunology,Australian National University,ACT,NA,443703,518227,562692,541965,430088,2496675,Clinical Medicine and Science,IMMUNOLOGY,Immunogenetics (incl. Genetic Immunology),genetics,immunodeficiency,autoimmunity,inflammation,sequencing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1079864,2014-10-09,2014-10-17,Prof Anthony Keech,Centre for Research Excellence,Centre for Research Excellence - Health Services Research,Diabetic Retinopathy - Closing the Loop for Diabetic Eye Care and Complication Risk Mitigation,University of Sydney,NSW,NA,506361,524505,572505,490487,385440,2479298,Health Services,OPHTHALMOLOGY and OPTOMETRY,Optometry and Ophthalmology not elsewhere classified,diabetic retinopathy,indigenous health,health economics,access to health care,diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1080401,2014-10-09,2014-10-17,Prof Jonathan Carapetis,Centre for Research Excellence,Centre for Research Excellence - Population Health Research,The END RHD CRE: Developing an endgame for rheumatic heart disease in Australia,University of Western Australia,WA,NA,589386,460295,499664,459190,488281,2496816,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),rheumatic fever,rheumatic heart disease,Aboriginal health,Streptococcus pyogenes,primary care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,1088279,2014-10-09,2014-10-17,Dr Brett Manley,Early Career Fellowships (Australia),Health Professional Research ECF,Breathing Easier: Optimising Non-Invasive Ventilation of Preterm Infants,University of Melbourne,VIC,NA,64651.3,64651.3,64651.3,64651.3,NA,258605.2,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics and Reproductive Medicine not elsewhere classified,neonatology,premature infant,neonatal intensive care (NICU),continuous positive airway pressure (CPAP),ventilation therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1088295,2014-10-09,2014-10-17,Dr Ann-Maree Vallence,Early Career Fellowships (Australia),Peter Doherty Biomedical ECF,Strengthening functional connectivity in the ageing brain.,University of Adelaide,SA,NA,77359,77359,77359,77359,NA,309436,Basic Science,NEUROSCIENCES,Central Nervous System,motor cortex,ageing,movement control,transcranial magnetic stimulation (TMS),exercise therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1088313,2014-10-09,2014-10-17,Dr Kim Kiely,Early Career Fellowships (Australia),Public Health (Australia) ECF,Estimating And Alleviating The Impacts Of Age-Related Sensory Decline,Australian National University,ACT,NA,77359,77359,77359,77359,NA,309436,Public Health,CLINICAL SCIENCES,Geriatrics and Gerontology,ageing,cognitive function,sensory impairment,longitudinal cohort study,hearing loss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
