ApplicationId,Title,Name,Gender,CareerStage,GrantType,isSalaryGrant,GrantSubType,Institution,State,BroadArea,Category,FoR,TotalAmount,GrantLength
1081786,A/Pr,Jason Mackenzie,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,574492,3
1081801,Dr,Daniel Scott,male,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,University of Melbourne,VIC,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmaceutical Sciences,608475,3
1081844,A/Pr,Ross Bathgate,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,644154,3
1081852,Dr,Daniel Worthley,male,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,University of Adelaide,SA,Basic Science,MEDICAL PHYSIOLOGY,Medical Physiology not elsewhere classified,531935.2,3
1081858,Prof,Christopher Goodnow,male,Senior,NHMRC Research Fellowships,TRUE,Research Fellowship,Garvan Institute of Medical Research,NSW,Clinical Medicine and Science,IMMUNOLOGY,Immunogenetics (incl. Genetic Immunology),836915,5
1081869,Dr,Carsten Schmitz-Peiffer,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Garvan Institute of Medical Research,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Metabolism,872512,4
1081874,A/Pr,Allison McKendrick,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Sensory Systems,502323.2,3
1081884,Prof,John Myburgh,male,Senior,NHMRC Research Fellowships,TRUE,Practitioner Fellowship,University of New South Wales,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Intensive Care,551436,5
1081901,Prof,Michael Berk,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),767593.7,4
1081911,Dr,Paul Dawson,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,720437,5
1081916,Prof,Lars Ittner,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Basic Science,NEUROSCIENCES,Cellular Nervous System,1618073.5,5
1081923,Prof,Skye McDonald,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),887727,4
1081933,Prof,Peter Currie,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,GENETICS,Developmental Genetics (incl. Sex Determination),559492,3
1081944,A/Pr,Caroline Gargett,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,1058058.4,4
1081947,Dr,India Bohanna,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,James Cook University,QLD,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,857769.3,3
1081954,Dr,Lara Herrero,female,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,Griffith University,QLD,Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,435784.5,3
1081984,Prof,Professor Louisa Degenhardt,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),711429.5,3
1081987,Prof,Katherine Loveland,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics and Reproductive Medicine not elsewhere classified,879515.6,4
1082022,Prof,Miles Davenport,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Basic Science,MEDICAL MICROBIOLOGY,Medical Parasitology,563475,3
1082045,Prof,Matthew Law,male,Senior,NHMRC Research Fellowships,TRUE,Research Fellowship,University of New South Wales,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Infectious Diseases,739980,5
1082051,A/Pr,Ian Smyth,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,568475,3
1082076,Prof,Michael Stowasser,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,263133.4,2
1082090,Prof,Robert Pike,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,IMMUNOLOGY,Humoural Immunology and Immunochemistry,604154,3
1082127,Dr,Nigel Beebe,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Commonwealth Scientific and Industrial Research Organisation - CSIRO,ACT,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,1073645,3
1082138,Prof,Rachelle Buchbinder,female,Senior,NHMRC Research Fellowships,TRUE,Research Fellowship,Monash University,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Rheumatology and Arthritis,911915,5
1082141,Prof,Terence Speed,male,Senior,NHMRC Research Fellowships,TRUE,Research Fellowship,Walter and Eliza Hall Institute,VIC,Basic Science,STATISTICS,Biostatistics,836915,5
1082144,Prof,Marcello Rosa,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,NEUROSCIENCES,Central Nervous System,644931.55,3
1082157,A/Pr,Tania de Koning-Ward,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Deakin University,VIC,Basic Science,MEDICAL MICROBIOLOGY,Medical Parasitology,583813,3
1082159,Prof,Seong-Seng Tan,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,NEUROSCIENCES,Cellular Nervous System,549495,3
1082186,A/Pr,Yves d'Udekem d'Acoz,male,Mid Career,NHMRC Research Fellowships,TRUE,Practitioner Fellowship,Murdoch Childrens Research Institute,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),328348,5
1082197,Prof,Renuka Visvanathan,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Adelaide,SA,Clinical Medicine and Science,CLINICAL SCIENCES,Geriatrics and Gerontology,914305.9,3
1082204,A/Pr,Derek Laver,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Newcastle,NSW,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),594492,3
1082215,Prof,Terence O'Brien,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,709154,4
1082224,Prof,V. Nathan Subramaniam,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Queensland Institute of Medical Research,QLD,Clinical Medicine and Science,CLINICAL SCIENCES,Gastroenterology and Hepatology,674461.4,4
1082250,A/Pr,Trent Woodruff,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Basic Science,NEUROSCIENCES,Central Nervous System,482492.2,3
1082253,Prof,Christina Mitchell,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,916231,5
1082257,Prof,Stephen Williams,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Basic Science,NEUROSCIENCES,Sensory Systems,861300,4
1082261,Dr,Daniel Andrews,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Cellular Immunology,454614.15,3
1082271,A/Pr,Trent Woodruff,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Basic Science,NEUROSCIENCES,Neurosciences not elsewhere classified,958722.5,5
1082307,A/Pr,Peter Vuillermin,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Deakin University,VIC,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,843749.1,5
1082313,Prof,Dietmar Hutmacher,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Queensland University of Technology,QLD,Basic Science,ONCOLOGY AND CARCINOGENESIS,Solid Tumours,674492,3
1082317,Dr,Yuan Min Wang,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,CLINICAL SCIENCES,Nephrology and Urology,798872,4
1082318,Dr,Celine Valant,female,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,Monash University,VIC,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,412077,3
1082336,A/Pr,Rebecca Guy,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,757330,4
1082342,Dr,Heather Gidding,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,520742,3
1082358,Dr,Penelope Allen,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Centre for Eye Research Australia ,VIC,Clinical Medicine and Science,OPHTHALMOLOGY and OPTOMETRY,Ophthalmology,1182255.25,3
1082364,Prof,Lynne Bilston,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Respiratory Diseases,667592.3,3
1082383,Dr,Mark Hulett,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,La Trobe University,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cellular Interactions (incl. Adhesion Matrix Cell Wall),509492,3
1082401,Prof,Julian Rood,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,862692.5,4
1082403,A/Pr,Melinda Fitzgerald,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,861300,4
1082406,A/Pr,Craig Olsson,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,Deakin University,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,1020945,5
1082438,Dr,Graeme Walker,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Queensland Institute of Medical Research,QLD,Basic Science,ONCOLOGY AND CARCINOGENESIS,Molecular Targets,1253838,4
1082439,Prof,Andrew Perkins,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Haematology,684452.8,3
1082450,Dr,Scott Mueller,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,643813,3
1082458,Dr,Fares Al-Ejeh,male,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,Queensland Institute of Medical Research,QLD,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,468687,3
1082480,A/Pr,Chung-Wei Christine Lin,NA,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,996236.55,3
1082524,Prof,Raina MacIntyre,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,532796,3
1082533,A/Pr,Richard Payne,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,MEDICINAL AND BIOMOLECULAR CHEMISTRY,Molecular Medicine,692228.4,3
1082548,Prof,Ben Mol,male,Senior,NHMRC Research Fellowships,TRUE,Practitioner Fellowship,University of Adelaide,SA,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,551436,5
1082556,Dr,Renee Turner,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Adelaide,SA,Basic Science,NEUROSCIENCES,Central Nervous System,617203,3
1082570,Prof,Robert Vandenberg,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,745226,3
1082572,Prof,Assam El-Osta,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Baker IDI Heart and Diabetes Institute ,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,515010.2,3
1082599,Prof,Brian Oldfield,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,NEUROSCIENCES,Central Nervous System,732656,4
1082600,Prof,Paul Gleeson,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Protein Trafficking,683813,3
1082619,Prof,Christian Doerig,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,495105.5,3
1082665,Dr,Mireille Lahoud,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,1248500,5
1082668,Dr,Sarah Whittle,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),755015,5
1082894,Dr,Kate Hoy,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,Monash University,VIC,Basic Science,COGNITIVE SCIENCE,Neurocognitive Patterns and Neural Networks,411768,4
1082910,Dr,Adam Vogel,male,Mid Career,Career Development Fellowships,TRUE,Clinical CDF,University of Melbourne,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),411768,4
1082914,Dr,Alison Calear,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Australian National University,ACT,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,793111.8,4
1082922,A/Pr,Sharon Goldfeld,female,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,Murdoch Childrens Research Institute,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Community Child Health,227726,4
1082924,Dr,Jacqui Webster,female,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,University of Sydney,NSW,Public Health,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,411768,4
1082934,Dr,Mario Alvarez-Jimenez,male,Mid Career,Career Development Fellowships,TRUE,Clinical CDF,University of Melbourne,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),411768,4
1082989,A/Pr,Karen Canfell,female,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,University of New South Wales,NSW,Public Health,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,455452,4
1083006,Prof,Harshal Nandurkar,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiovascular medicine and Haematology nec,603813,3
1083009,Dr,Beverly Muhlhausler,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Adelaide,SA,Basic Science,NUTRITION AND DIETICS,Nutritional Physiology,455452,4
1083010,Dr,Miranda Rose,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,La Trobe University,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),998166.6,4
1083026,Dr,Flora Wong,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,398055.5,3
1083036,Prof,Rodney Minchin,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology and Pharmaceutical Sciences not elsewhere classified,317077,3
1083054,Prof,Nigel Bunnett,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Monash University,VIC,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,753872,5
1083057,Dr,Danuta Kalinowski,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Sydney,NSW,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmaceutical Sciences,411768,4
1083064,A/Pr,Jennifer Fleming,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Queensland,QLD,Health Services,OTHER PSYCHOLOGY AND COGNITIVE SCIENCES,Psychology and Cognitive Sciences not elsewhere classified,461398,4
1083077,Dr,Guillaume Lessene,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Walter and Eliza Hall Institute,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,692973,3
1083079,Dr,Christopher Degeling,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,APPLIED ETHICS,Bioethics (Human and Animal),565105.5,3
1083090,A/Pr,Patricia Valery,female,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,Menzies School of Health Research,NT,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,455452,4
1083101,A/Pr,Louise Maple-Brown,female,Mid Career,Career Development Fellowships,TRUE,Clinical CDF,Menzies School of Health Research,NT,Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,182180.8,4
1083105,Dr,Joshua Davis,male,Mid Career,Career Development Fellowships,TRUE,Clinical CDF,Menzies School of Health Research,NT,Clinical Medicine and Science,CLINICAL SCIENCES,Infectious Diseases,247060.8,4
1083116,A/Pr,Judy Proudfoot,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,857251.9,4
